2.49																		
2.49	2.49																	
1.83	2.49	1.48																
2.49	2.11	2.49	2.49															
2.49	1.45	2.49	2.49	2.49														
1.58	2.49	2.49	0.46	2.49	0.86													
1.11	1.96	2.49	1.94	2.08	2.49	1.94												
2.49	1.17	1.11	1.93	2.49	1.14	2.49	2.49											
2.49	2.00	2.17	2.49	2.49	2.49	2.49	2.49	2.49										
2.49	2.08	2.49	2.49	2.49	1.69	2.49	2.49	1.93	0.76									
2.49	0.91	1.42	2.49	2.49	1.02	1.94	2.49	2.49	1.80	2.49								
2.49	2.02	2.49	2.49	2.49	2.49	2.49	2.49	2.49	1.66	0.89	1.93							
2.49	2.49	2.49	2.49	2.17	2.49	2.49	2.49	2.49	1.95	1.76	2.49	2.49						
1.20	1.93	2.49	2.49	2.49	1.11	2.49	2.49	1.71	2.49	2.10	2.49	2.49	2.49					
0.11	1.64	0.44	2.49	1.64	2.49	2.49	1.13	2.49	1.95	1.77	2.49	2.49	2.13	1.45				
0.90	1.66	0.80	2.49	2.49	2.49	2.49	2.49	2.49	1.74	2.49	1.50	1.48	2.49	1.49	0.00			
2.49	2.23	2.49	2.49	2.22	2.49	2.49	2.25	2.49	2.49	1.70	2.49	2.49	2.49	2.49	2.12	2.49		
2.49	2.49	2.11	2.25	2.22	2.49	2.49	2.49	1.83	2.49	2.49	2.49	2.49	0.84	2.49	1.99	2.49	2.49	
1.47	2.49	2.49	2.13	2.49	2.49	1.98	1.95	2.49	0.08	1.16	2.49	1.50	1.94	2.49	2.49	2.49	2.49	2.49
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

max-U (Tang, et al, 2004), U is from Table 2 with all missing values set to 0
