0.283																		
0.353	0.336																	
0.315	0.317	0.440																
0.381	0.275	0.288	0.254															
0.344	0.401	0.412	0.375	0.308														
0.310	0.377	0.424	0.420	0.265	0.424													
0.419	0.249	0.341	0.315	0.324	0.308	0.291												
0.328	0.426	0.389	0.358	0.304	0.470	0.415	0.291											
0.296	0.308	0.259	0.230	0.364	0.303	0.258	0.248	0.310										
0.292	0.300	0.253	0.225	0.362	0.295	0.251	0.244	0.302	0.487									
0.281	0.462	0.349	0.335	0.264	0.407	0.400	0.251	0.429	0.287	0.280								
0.312	0.320	0.274	0.244	0.376	0.319	0.272	0.261	0.326	0.473	0.462	0.299							
0.266	0.309	0.243	0.218	0.323	0.289	0.248	0.223	0.299	0.444	0.442	0.287	0.426						
0.494	0.284	0.352	0.313	0.386	0.344	0.308	0.414	0.329	0.300	0.295	0.282	0.316	0.270					
0.453	0.293	0.387	0.347	0.349	0.362	0.335	0.424	0.343	0.281	0.276	0.295	0.297	0.255	0.448				
0.420	0.337	0.381	0.335	0.377	0.402	0.350	0.359	0.387	0.329	0.322	0.332	0.348	0.301	0.422	0.420			
0.219	0.294	0.212	0.193	0.261	0.257	0.226	0.184	0.270	0.358	0.357	0.273	0.346	0.403	0.222	0.213	0.253		
0.269	0.337	0.257	0.232	0.314	0.308	0.267	0.226	0.321	0.423	0.416	0.312	0.417	0.455	0.272	0.261	0.310	0.407	
0.349	0.311	0.292	0.258	0.423	0.330	0.280	0.292	0.331	0.424	0.419	0.295	0.443	0.378	0.353	0.329	0.379	0.307	0.372
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

miyata_a=0.5_b=1.dat: Miyata converted by new = 0.5*exp(-1*old/max)																		
