0.1714																		
0.1116	0.2801																	
0.2102	0.2879	0.3151																
0.1406	0.2913	0.2634	0.2547															
0.1306	0.1703	0.2132	0.2532	0.1300														
0.1305	0.2332	0.2570	0.1418	0.1545	0.1111													
0.1314	0.3012	0.1478	0.2464	0.2360	0.1680	0.2033												
0.1801	0.2654	0.2734	0.2535	0.2487	0.1411	0.1622	0.2295											
0.1976	0.3884	0.3256	0.3468	0.1677	0.2890	0.3013	0.3564	0.2998										
0.1861	0.3007	0.2859	0.3125	0.1458	0.2024	0.2571	0.3143	0.2116	0.1170									
0.1249	0.1348	0.2566	0.2985	0.2039	0.1453	0.2130	0.1398	0.1970	0.3048	0.2991								
0.1016	0.3874	0.1431	0.2604	0.1841	0.1075	0.2535	0.2737	0.2254	0.1665	0.0622	0.2791							
0.2367	0.3248	0.3040	0.3148	0.2675	0.2011	0.2501	0.3630	0.2492	0.1858	0.1817	0.2725	0.1488						
0.2008	0.3164	0.2432	0.2910	0.2005	0.2362	0.2482	0.2707	0.2159	0.3573	0.3203	0.2808	0.3715	0.2750					
0.0837	0.2231	0.1556	0.2330	0.1693	0.1472	0.1722	0.1628	0.1910	0.3056	0.2811	0.2066	0.1704	0.2593	0.2341				
0.1247	0.2521	0.2489	0.3013	0.2219	0.2320	0.3060	0.1999	0.2971	0.2809	0.2764	0.2177	0.2514	0.2371	0.3180	0.0931			
0.3850	0.4161	0.3865	0.4233	0.3577	0.4034	0.4213	0.2924	0.3637	0.4383	0.3127	0.3931	0.0507	0.1043	0.2993	0.3983	0.4518		
0.2172	0.2522	0.2963	0.3186	0.3134	0.1818	0.2005	0.2913	0.3019	0.1975	0.2209	0.2416	0.2130	0.1773	0.2943	0.2813	0.2843	0.2240	
0.1510	0.3369	0.3176	0.2778	0.1837	0.2288	0.3208	0.2858	0.2857	-0.0027	0.2174	0.3133	-0.0633	0.2746	0.3132	0.2249	0.0894	0.2387	0.3155
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

max-EXS, 5/27/04
