NA	0.586353	0.619303	0.671582	0.79569	0.686846	0.580113	0.735812	0.619213	0.5	0.635949	0.463864	1	0.641593	0.537447	0.882676	0.714477	0.214477	0.625567	0.345398
0.530083	NA	0.11066	0	0.540375	0.641578	0.545274	0.568442	0.63984	0.155736	0.61124	0.565573	0	0.434034	0.34608	0.627106	0.203553	0	0.639928	0.30533
0.598723	0.54129	NA	0.5	0.449865	0.691389	0.576075	0.754878	0.62769	0.485415	0.523084	0.496041	0.242741	0.443394	0.528456	0.826075	0.621371	0.135888	0.659582	0.343952
0.611875	0.505482	0.5	NA	0.59559	0.598378	0.722683	0.531274	0.673455	0.520978	0.51027	0.412587	0.390733	0.450536	0.417452	0.598378	0.390733	0	0.52278	0.42878
0.869555	0.652223	0	0	NA	0.833333	0.521779	0.594223	0.5	0	0.714286	0.5	0	0.630445	0.428571	0.521779	0	0	0.667715	0
0.709921	0.72421	0.666667	0	0.725974	NA	0.784274	0.661556	0.77347	0.6	0.690012	0.721506	0.75	0.75	0.405459	0.915569	0.384119	0.19206	0.686499	0.8
0.583575	0.571406	0.2	0.614281	0.779457	0.817813	NA	0.614281	0.840369	0.419031	0.684374	0.684212	0	0.823566	0.419031	0.760628	0.335225	0	0.809531	0.546559
0.588617	0.436127	0.252947	0.585362	0.536089	0.47696	0.353052	NA	0.42643	0.047427	0.367759	0.315724	0.18971	0.317926	0.219322	0.695377	0.131338	0.047427	0.360601	0.232005
0.449961	0.511426	0.380142	0.240189	0.550138	0.552863	0.550236	0.34998	NA	0.300236	0.644602	0.58026	0.300236	0.528791	0.473301	0.680142	0.300236	0	0.476303	0.400315
0.667626	0.199093	0.542125	0	0.681121	0.41532	0.346617	0.303902	0.47598	NA	0.751084	0.202118	0.454395	0.727569	0.253139	0.483303	0.382381	0	0.689808	0.774436
0.54588	0.339415	0.215754	0.143836	0.730692	0.550117	0.373228	0.349834	0.561679	0.402864	NA	0.301653	0.657534	0.657534	0.314473	0.388808	0.172603	0.115069	0.599523	0.484089
0.692715	0.892411	0.87878	0.586905	0.78254	0.91178	0.684255	0.586905	0.880357	0.704286	0.688975	NA	0.844324	0.880357	0.560227	0.86851	0.784048	0.220089	0.836339	0.704286
0.608421	0.176255	0.75	0.666667	0.640546	0.843275	0.533567	0.37462	0.546004	0.850761	0.883707	0.256205	NA	0.608187	0.140546	0.764912	0.373099	1	0.533567	0.279824
0.472168	0.141748	0.13916	0	0.299043	0.438693	0.092773	0.135187	0.459907	0.194823	0.559779	0.13916	0.278319	NA	0.166992	0.326038	0.185546	0.185546	0.719682	0.243529
0.627111	0.400833	0.389015	0.266365	0.674328	0.833239	0.669904	0.536084	0.629381	0.133182	0.437249	0.375	0.332956	0.600699	NA	0.655904	0.447428	0.266365	0.554132	0.610985
0.705295	0.720133	0.706535	0.464704	0.822477	0.767537	0.697064	0.775363	0.712555	0.464704	0.573236	0.478482	0.41307	0.773355	0.529008	NA	0.923921	0.619606	0.71197	0.41307
0.639725	0.546999	0.68202	0.239505	0.678461	0.636959	0.444727	0.588168	0.537036	0.417052	0.599794	0.444101	0.200619	0.590069	0.419133	0.868026	NA	0	0.578152	0.433127
0.1643	0.43428	NA	NA	0.356187	0.1643	0.1643	0.447601	0.671401	NA	0.548547	0.1643	0	0.737121	0.1643	0.377147	0	NA	0.671401	0
0.458002	0.55026	0.628794	0.424977	0.467256	0.785992	0.428664	0.404885	0.637401	NA	0.730076	0.428664	0	0.629879	0.333333	0.530789	NA	0.5	NA	NA
0.61586	0.354638	0	0.52074	0.659449	0.562228	0.32205	0.503237	0.47699	0.741948	0.634112	0.38951	0.548393	0.392683	0.361132	0.627166	0.454315	0.145178	0.442076	NA
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr	Val


EXB (EX, context-averaged benign, "EXS_neut" from 7/25/05 worksheet); diagonal values are "NA", missing values are "NA"
